timestamp_ns,wx,wy,wz,ax,ay,az,gx,gy,gz,time_ms_loc
1749119067882755142,0.625,0.625,0.375,9.420000076293944,-0.7699999809265137,-2.619999885559082,9.449999809265137,-0.6499999761581421,-2.509999990463257,44667882
1749119067919032486,0.6875,0.5,0.625,9.420000076293944,-0.75,-2.630000114440918,9.449999809265137,-0.6499999761581421,-2.509999990463257,44667919
1749119067923972071,0.3125,0.375,0.5,9.449999809265137,-0.7400000095367432,-2.619999885559082,9.449999809265137,-0.6499999761581421,-2.509999990463257,44667923
1749119067944061082,0.375,0.25,0.375,9.470000267028809,-0.7799999713897705,-2.619999885559082,9.449999809265137,-0.6499999761581421,-2.509999990463257,44667944
1749119067972112023,0.3125,0.125,0.4375,9.460000038146973,-0.7599999904632568,-2.640000104904175,9.449999809265137,-0.6499999761581421,-2.509999990463257,44667972
1749119067984174457,-0.0625,0.25,0.4375,9.369999885559082,-0.800000011920929,-2.619999885559082,9.449999809265137,-0.6499999761581421,-2.509999990463257,44667984
1749119068004991944,0.1875,0.1875,0.1875,9.399999618530272,-0.800000011920929,-2.5899999141693115,9.449999809265137,-0.6499999761581421,-2.509999990463257,44668004
1749119068028870284,0.0625,0.0625,0.0625,9.380000114440918,-0.7900000214576721,-2.609999895095825,9.449999809265137,-0.6499999761581421,-2.509999990463257,44668028
1749119068043842404,0.0625,-0.125,-0.0625,9.460000038146973,-0.7799999713897705,-2.5999999046325684,9.449999809265137,-0.6499999761581421,-2.509999990463257,44668043
1749119068069131096,0.0625,-0.125,-0.25,9.449999809265137,-0.7699999809265137,-2.5899999141693115,9.449999809265137,-0.6499999761581421,-2.509999990463257,44668069
1749119068094425730,0.25,-0.1875,0.25,9.460000038146973,-0.7799999713897705,-2.630000114440918,9.449999809265137,-0.6499999761581421,-2.509999990463257,44668094
1749119068104977511,0.0,0.125,0.5625,9.420000076293944,-0.800000011920929,-2.6600000858306885,9.449999809265137,-0.6499999761581421,-2.509999990463257,44668104
1749119068126136509,-0.0625,-0.0625,0.5625,9.399999618530272,-0.800000011920929,-2.619999885559082,9.449999809265137,-0.6499999761581421,-2.509999990463257,44668126
1749119068144150116,0.25,-0.125,0.5,9.390000343322754,-0.800000011920929,-2.619999885559082,9.449999809265137,-0.6499999761581421,-2.509999990463257,44668144
