Collezione 1,Collezione 2,Collezione 3
14.897,1.2743,2.66638
93.917,0.650726,0.637525
0.945305,2.36358,2.36043
2.71875,5.24682,5.24135
5.48441,1.81498,3.74549
9.63897,0.607477,0.611335
3.61485,0.0438397,0.321955
1.65593,0.211642,0.586059
3.87622,0.647499,0.0723441
7.91111,11.656,9.2416
1.11531,0.177841,0.199304
1.67079,2.79603,1.93445
0.99942,0.680714,0.397534
1.87618,3.79817,5.77366
0.270286,0.322356,0.45365
0.402357,1.48344,1.21015
0.313207,0.551579,0.360698
0.619147,0.594291,0.599095
2.42177,0.323005,0.992014
5.25475,0.586317,0.586238
3.83291,0.241606,0.266595
0.840245,0.58924,0.590392
2.45829,2.35094,0.0379768
5.61479,0.482807,0.79723
9.35713,2.14961,3.08212
14.6033,0.794955,0.860474
11.3229,2.55378,2.51237
0.672526,5.45733,5.40676
2.34259,9.4257,9.41753
0.488167,14.9255,14.9062
2.43929,21.0604,0.701419
4.22148,11.1122,0.589159
0.909127,0.0472095,0.321337
20.8933,0.847089,0.885018
0.588254,2.49798,0.353637
3.01114,5.26725,0.587519
5.77557,9.69893,2.66579
27.163,15.1007,5.71141
3.74862,2.94639,9.41144
35.211,16.3046,14.595
13.0742,0.994613,0.825186
20.2425,10.8413,4.40221
7.19236,1.42075,1.02855
23.8404,18.4931,11.1775
10.4463,1.03944,1.08979
0.313083,7.14329,4.36773
0.535523,6.40448,5.36237
0.59657,1.77774,0.638685
2.49941,1.89411,1.99034
1.48805,1.20858,0.650924
0.778471,0.596873,0.601604
2.54746,1.08414,0.632309
5.36065,0.0259676,0.0428486
0.349152,0.957329,0.446055
0.281083,0.724532,0.753641
0.809724,3.64498,4.09016
2.61509,1.36708,1.69707
5.33333,1.06888,0.915874
9.96066,1.00703,1.38027
15.2591,1.07881,1.35027
21.5362,1.15007,1.41443
3.19967,0.83107,0.728273
0.878759,1.16748,1.23055
2.61021,0.125069,0.188438
5.40344,0.348601,0.409954
9.47405,0.206791,0.305971
14.663,0.306986,0.309554
0.151192,0.585266,0.587308
0.637178,0.373282,0.585376
2.52276,0.126944,0.203755
5.32846,0.533299,0.526406
0.46426,0.639345,0.644481
0.588569,1.41191,1.87256
2.40891,0.71488,0.702411
0.183729,2.21371,2.45738
37.9061,0.602436,0.592671
0.728411,2.41427,2.40904
1.7685,5.29497,5.31162
0.685498,9.32717,0.0579654
41.0116,2.14858,0.655159
0.698703,0.589627,2.36825
2.39874,2.33364,0.299568
5.33737,1.39434,0.585551
0.0549201,0.348793,1.59602
0.371483,0.606105,0.602955
2.52721,0.74601,1.13287
1.40501,0.191846,0.0843359
9.77844,4.83662,4.97544
0.858694,0.0487516,0.0828457
0.911639,0.575137,0.0100987
0.826486,0.320937,0.607678
7.3051,5.41005,8.26265
0.966306,0.620332,0.0328784
1.766,3.00696,0.985941
1.81548,0.746542,0.716738
0.287319,2.79607,2.53667
1.06431,0.524409,0.466589
1.04346,4.35567,3.97781
0.657013,0.523103,0.285968
0.476386,0.104844,0.193371
2.86644,0.401142,0.328798
0.0759039,0.835892,0.96506
0.774632,1.40137,1.34583
0.582943,0.620712,0.625321
2.47458,2.41358,0.27225
5.34084,5.27998,0.58479
9.51977,3.89118,2.36022
15.1937,0.630334,5.33808
1.5939,2.54809,0.950355
0.597519,5.40984,0.732805
2.56302,9.46769,2.38266
5.70179,14.689,5.26484
9.39601,2.68551,9.48471
15.2253,0.665886,14.7807
21.1531,2.38357,21.1012
6.49191,5.27933,13.0069
0.680202,9.38444,0.59045
0.907369,14.6272,2.35685
0.591632,21.125,5.3298
9.36743,28.5807,9.31311
0.735018,14.1032,4.96909
2.88886,0.972404,1.05369
0.830741,2.51938,2.4878
37.5717,5.56783,5.49366
1.98883,9.47436,9.50007
16.1419,14.6997,14.7379
6.11335,21.1989,21.2086
3.93639,40.5557,3.89885
1.0347,0.741165,0.41246
3.6521,8.76826,6.77661
0.598557,2.94254,3.19528
0.405168,1.88231,1.26889
0.125467,2.93479,3.09604
0.143438,2.03617,1.43815
0.589568,0.0742666,0.0804791
2.3406,0.463893,0.174983
2.7544,0.0480638,0.0475463
0.598283,0.599594,0.360297
2.59406,0.124786,0.0787319
5.44353,1.276,0.860181
9.60197,0.478513,0.265308
1.66536,2.55744,2.17719
1.18557,1.10121,1.2465
2.71435,1.73274,1.67475
6.10368,3.01928,2.57065
10.1179,2.06274,1.84909
15.2757,1.69696,1.85167
21.6977,0.193613,0.364443
28.8972,1.10666,1.21085
37.6936,0.617178,0.593157
14.1495,1.14601,1.26965
0.734129,0.026781,0.0592136
2.34175,0.221075,0.26655
5.2705,0.593231,0.59134
1.61186,0.0636124,0.103428
0.618822,0.606828,0.605259
2.37203,1.22782,1.48633
4.11533,0.59035,0.00774191
0.675697,0.88715,0.0574514
76.2504,0.586293,0.588498
0.795312,2.38545,0.0200204
55.2372,0.0916044,0.586083
0.745836,0.634855,2.37974
6.2846,2.39081,5.32014
0.9543,5.28808,1.90169
2.60964,0.114878,0.575022
5.42742,0.573862,2.2861
9.49273,2.3372,0.391863
0.503466,0.718866,0.583046
0.779966,0.586308,2.33612
4.12571,2.3498,0.122011
0.817813,5.27405,0.580058
2.85975,2.62304,0.0911641
0.712787,0.580062,0.579443
0.421686,2.33409,2.33469
0.705192,5.24755,5.24882
1.00651,0.106228,0.486127
0.627159,0.603105,0.597508
0.980092,1.01802,0.524689
7.18159,10.549,12.5699
