Collezione 1,Collezione 2,Collezione 3
10017.5,9857.48,9865.56
10116.8,9797.25,9811.52
10228.3,9808.69,9839.98
10314.6,9703.05,9732.85
10455.3,9659.58,9682.13
10491,9517.5,9541.93
10538.1,9393.89,9420.3
10565,9279,9302.54
10618.1,9118.66,9131.73
10615.1,9069.75,9079.66
10623.1,8969.26,8975.79
10608.7,8974.93,8974.83
10607.6,8978.09,8968.52
10584.5,8983.21,8970.49
10607,9015.05,8990.79
10538.7,8987.95,8969.09
10518.8,8992.29,8978.77
10421.2,8942.66,8933.86
10348.4,8902.07,8897.86
10246.9,8856.1,8857.46
10205.6,8851.18,8855.68
10038.4,8776.9,8784.74
9858.88,8712.61,8722.37
9725.74,8652.31,8662.39
9639.81,8603.71,8608.87
9490.21,8563.31,8573.66
9337.39,8518.16,8535.38
9244.69,8496.78,8512.99
9152.03,8484.39,8500.11
9105.98,8461.12,8477.46
9034.59,8453.09,8470.73
8985.62,8425.58,8442.01
8936.57,8408.6,8422.71
8932.81,8382.91,8397.74
8910,8375.08,8393.72
8925.72,8352.77,8366.2
9054.95,8304.85,8322.01
8949.98,8322.77,8326.6
9094.64,8307.71,8314.88
9036.16,8343.75,8336.23
9123.14,8388.93,8363.35
9192.39,8401.46,8372.15
9272.15,8422.88,8395.97
9381.5,8415.77,8380.83
9466.66,8411.89,8365.29
9574.66,8407.72,8361.39
9666.54,8429.43,8385.6
9784.65,8405.36,8359.14
9903.75,8392.59,8335.93
9986.85,8367.11,8316.03
10125.8,8334.95,8293.69
10214.8,8335.41,8293.4
10322.8,8328.86,8280.8
10380.5,8325.39,8281.56
10455.6,8339.97,8301.58
10487.3,8326.69,8288.81
10547.1,8320.9,8278.88
10543.4,8303.71,8266.57
10542.9,8337.32,8305.29
10532.4,8288.94,8259.44
10547,8253.18,8223.47
10509.3,8225.77,8200.47
10492.1,8201.97,8186.34
10446.6,8183.45,8164.09
10438.9,8163.55,8132.85
10369,8156.47,8133.77
10303.1,8156.38,8149.96
10243.3,8147.16,8134.36
10188.6,8124.31,8096.13
10111.2,8140.74,8119.45
10015.9,8021.69,8015.26
9962.88,8175.65,8144.62
9823.17,8267.9,8240.17
9863.47,8368.45,8333.87
9985.39,8452.48,8411.49
9959.21,8527.24,8481.75
9819.49,8581.58,8530.8
9826.62,8653.46,8600.33
9770.3,8762.2,8702.97
9843.67,8777.88,8694.03
9939.48,8741.09,8680
9970.03,8751.43,8696.05
10026,8741.19,8676.45
10059.4,8790.16,8725.84
10214,8804.25,8722.05
10125.7,8877.46,8792.99
10070.2,8965.58,8895.11
9960.25,8992.18,8932.18
9854.25,9043.67,8959.95
9758.01,9069.19,8991.02
9657.1,9066.16,9000.76
9602,9130.86,9060.89
9543.52,9184.64,9098.25
9510.22,9259.5,9179.54
