Collezione 1,Collezione 2,Collezione 3
5.53148,25.0312,25.7998
7.52257,29.3882,29.8976
12.4015,30.6252,34.0929
5.62299,31.2583,37.2026
7.14928,35.4619,35.6628
6.45322,35.3122,35.0972
9.00318,40.3092,41.7383
6.00695,37.3217,36.8961
6.59437,38.9978,39.3082
5.32874,38.2236,37.8512
4.43502,39.7118,39.2378
3.82377,38.3846,37.9065
5.16923,39.0421,38.1972
6.83425,37.6112,37.0251
1.19102,39.7518,38.5709
0.809477,37.3233,36.9162
2.60139,39.1775,38.8452
5.56924,35.7749,33.673
9.47287,36.4244,31.4682
2.52298,28.2975,29.3286
8.31813,25.968,31.0137
5.68605,23.3999,30.7463
26.7797,20.6453,30.3173
4.63199,24.3777,17.5592
10.0802,27.6078,13.9141
1.02392,14.4911,16.97
2.19461,17.1404,22.0592
0.592671,19.0913,19.9495
3.30867,26.7797,22.8397
5.8438,27.1545,21.0661
13.359,12.8502,12.5931
0.680554,12.794,12.4453
20.2624,15.413,12.7622
2.93796,9.7929,16.715
21.6338,12.0967,14.8434
14.5088,8.09875,7.85319
15.6019,16.9293,13.9095
12.1874,7.3295,7.24411
10.6791,9.31473,7.27104
9.20326,6.09302,5.79192
8.6177,7.28503,5.79529
8.87693,4.17565,4.53746
8.38471,5.33466,3.86874
8.55165,8.64827,7.16679
7.55663,3.47531,3.12856
8.39033,7.04115,7.52804
8.64898,4.57317,4.29561
8.59082,6.74603,5.74824
9.47133,4.30735,4.00075
7.96418,6.12627,5.85435
9.17936,3.16263,2.96287
8.64585,4.49201,4.28349
10.3634,6.92647,6.59912
3.0964,9.53682,8.94207
2.74136,6.89925,6.53571
3.05322,9.63479,9.10207
5.41783,12.125,11.0834
9.45311,16.384,15.0073
15.8672,17.3551,16.4125
24.521,20.5948,20.9399
34.9999,21.5847,19.5781
10.1715,23.0644,20.6392
14.9906,24.1474,21.8189
20.1575,23.8931,21.5629
26.1224,23.821,21.5035
33.4528,26.5639,24.1706
42.1304,23.9158,24.539
50.4335,26.4177,23.8858
35.1419,28.552,28.6959
32.9369,29.1911,26.6254
42.3576,34.7405,31.0037
32.1502,32.2809,29.6591
200.496,29.2675,27.2051
25.7228,26.7308,25.0572
38.1178,25.4977,24.1568
19.0789,26.095,24.9745
72.4895,23.9511,22.5913
13.6922,22.3427,21.5337
12.1973,21.0304,20.5199
12.9298,21.7835,21.3426
15.5396,21.5146,21.238
19.0544,22.3317,21.9909
9.93705,23.047,23.3798
2.66312,22.6397,22.5591
7.13138,23.1393,23.2592
1.32375,24.2281,24.0675
1.47293,24.7553,25.8108
1.86718,26.1599,25.4582
0.983551,29.0226,27.6948
1.72854,29.1234,28.4974
0.67445,30.0453,30.08
1.47927,31.618,30.8179
1.71373,33.2295,31.9412
3.16594,34.2938,32.0869
1.56886,34.2928,32.2336
3.33494,34.4314,32.7986
1.24022,34.1018,32.9558
1.13077,37.703,34.0007
1.60194,37.8959,36.0105
3.22058,39.6,38.3412
6.37745,41.5849,39.5188
3.10947,43.3103,39.6824
1.06114,45.974,39.118
2.46071,43.3944,40.4277
5.25171,41.1026,43.7868
9.4482,41.4361,42.4674
15.0903,47.0074,40.7727
21.9356,37.7335,38.6716
30.8959,39.5155,42.5226
11.2436,34.6083,31.8527
1.59766,32.4803,27.3153
4.1489,32.7522,25.2508
5.50708,35.7402,25.9642
6.66689,39.0448,26.8658
11.4747,43.6376,28.9915
6.51604,13.7264,33.8554
21.2037,11.6779,39.1303
4.6865,13.3969,21.3892
3.15065,16.5708,10.9745
2.58727,20.524,12.8227
9.38463,27.1428,17.3491
1.13659,32.0561,20.0761
3.38521,50.0798,25.9447
0.697457,9.41905,16.2334
0.804558,19.0993,7.91025
1.26413,6.03366,7.35143
30.0005,26.2234,24.0659
7.70927,5.67714,5.67998
16.8383,4.65584,4.98183
15.5813,2.21373,2.0576
27.3946,7.81523,7.95809
20.6744,0.504743,0.713462
18.8556,2.06881,2.63278
17.3872,2.95565,2.94008
15.5754,0.257825,0.242891
15.5734,0.242687,0.228561
14.4455,0.108187,0.250537
11.1827,0.813435,0.727447
9.1513,1.61231,1.45298
8.58084,1.90717,1.58371
10.2481,1.8762,2.52284
12.329,2.70841,3.06354
17.3529,3.00801,3.16167
10.8451,5.12141,5.03856
0.598829,8.02491,8.9425
3.21092,10.1947,10.8197
7.82184,12.313,12.7222
15.3075,16.9653,16.9422
25.5184,17.6257,17.7701
36.0474,20.4104,20.1277
50.038,22.8256,21.9918
60.0971,25.039,23.6546
27.1112,25.8122,24.5187
25.7234,26.2084,24.6935
26.7635,25.6339,24.3253
27.2011,25.8196,24.4893
28.5871,26.8395,25.2522
29.5763,28.8019,27.0868
32.5243,27.5254,26.4485
28.6906,26.7506,24.8418
147.727,29.2609,26.928
25.0907,29.0175,26.89
128.811,29.8103,27.7918
18.0725,24.4414,24.1989
48.0208,22.6512,20.9367
13.1747,24.0812,22.4877
13.7129,26.835,25.469
9.18201,21.2095,22.0465
8.69503,21.1489,19.5542
9.62899,22.7577,21.2632
12.3167,24.074,22.8903
16.2577,20.1956,20.602
49.8133,21.3317,19.6339
0.830408,24.7398,23.0792
2.33276,28.3823,23.2455
5.35302,31.5552,23.8774
10.1916,27.3867,25.227
15.9471,28.5388,28.5642
23.1158,29.6353,32.0962
20.2659,30.2249,28.2768
4.40227,33.1104,31.9999
5.95445,32.5785,30.0848
5.03619,34.2,32.7848
5.53963,35.3509,32.8384
4.38313,36.4508,34.132
4.93043,36.85,34.115
5.25484,37.225,35.4345
4.50155,37.9197,35.3281
4.79554,38.4038,36.4363
3.85193,38.8958,36.6708
4.36651,40.6884,38.1316
2.93921,39.7797,36.9405
2.96221,39.6098,37.1421
3.94713,39.6539,37.5937
6.52361,36.9098,36.7135
0.675191,35.3456,33.249
0.583654,41.8108,37.4899
3.44234,33.0675,30.2501
1.23146,27.1287,26.4405
0.596744,24.1414,23.6787
28.8514,23.4821,23.2926
3.01814,24.6659,24.4731
8.61029,26.1964,25.9409
0.985635,32.0546,31.8722
6.48186,11.7619,15.5042
0.584693,10.6462,10.7485
11.0394,25.628,13.8551
1.11265,11.3469,16.0603
4.05533,15.2625,12.5214
7.11172,9.94113,10.3255
29.2984,37.4314,7.0148
2.70236,9.34096,9.38285
6.09911,10.2397,7.22021
2.30941,5.15302,5.91279
17.1048,8.51402,7.17322
9.45875,5.05944,5.56029
16.4245,15.1699,9.2525
8.22999,4.13034,4.30327
6.01922,6.03855,6.53704
5.8982,4.45589,3.49213
