timestamp_ns,wx,wy,wz,ax,ay,az,gx,gy,gz,time_ms_loc
1749115619120753653,0.4375,0.0,0.125,10.039999961853027,-0.1299999952316284,1.5700000524520874,9.6899995803833,-0.1700000017881393,1.4700000286102295,41219120
1749115619138913339,0.0,0.1875,0.3125,10.039999961853027,-0.1400000005960464,1.5499999523162842,9.6899995803833,-0.1700000017881393,1.4700000286102295,41219138
1749115619161039970,-0.3125,0.3125,0.4375,10.020000457763672,-0.1400000005960464,1.5700000524520874,9.6899995803833,-0.1700000017881393,1.4700000286102295,41219161
1749115619176907558,-0.6875,0.5625,0.5625,10.0600004196167,-0.1800000071525573,1.5199999809265137,9.6899995803833,-0.1700000017881393,1.4700000286102295,41219176
1749115619201340600,-0.25,0.6875,0.5625,10.010000228881836,-0.1800000071525573,1.559999942779541,9.6899995803833,-0.1700000017881393,1.4800000190734863,41219201
1749115619227011373,0.0,0.5,0.6875,9.970000267028809,-0.1800000071525573,1.5399999618530271,9.6899995803833,-0.1700000017881393,1.4800000190734863,41219227
1749115619284061189,0.5625,0.375,0.625,9.989999771118164,-0.2300000041723251,1.5700000524520874,9.6899995803833,-0.1700000017881393,1.4800000190734863,41219284
1749115619291479655,0.875,0.1875,0.5625,10.010000228881836,-0.2300000041723251,1.5800000429153442,9.6899995803833,-0.1700000017881393,1.4800000190734863,41219291
1749115619307167080,1.25,0.1875,0.625,10.050000190734863,-0.1700000017881393,1.5499999523162842,9.6899995803833,-0.1700000017881393,1.4800000190734863,41219307
1749115619307270617,1.625,0.25,0.75,10.020000457763672,-0.1299999952316284,1.559999942779541,9.6899995803833,-0.1700000017881393,1.4800000190734863,41219307
1749115619317084347,1.8125,0.25,1.125,10.029999732971191,-0.0799999982118606,1.5299999713897705,9.6899995803833,-0.1800000071525573,1.4800000190734863,41219317
1749115619346926621,1.875,0.3125,1.0625,10.0,-0.0599999986588954,1.5399999618530271,9.6899995803833,-0.1800000071525573,1.4800000190734863,41219346
1749115619371167779,1.25,0.4375,1.0625,10.039999961853027,-0.0399999991059303,1.5700000524520874,9.6899995803833,-0.1800000071525573,1.4800000190734863,41219371
1749115619382279047,1.1875,0.375,0.9375,10.029999732971191,-0.0299999993294477,1.5399999618530271,9.6899995803833,-0.1800000071525573,1.4800000190734863,41219382
1749115619395192572,0.75,0.4375,0.875,10.020000457763672,-0.0199999995529651,1.559999942779541,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219395
1749115619419974860,0.75,0.375,0.5625,10.010000228881836,0.0,1.5299999713897705,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219419
1749115619442770153,0.1875,0.3125,0.4375,10.020000457763672,-0.0099999997764825,1.5399999618530271,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219442
1749115619472240305,-0.1875,0.0625,0.375,10.010000228881836,-0.0399999991059303,1.5700000524520874,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219472
1749115619484156193,-0.625,0.0,0.3125,10.020000457763672,-0.0900000035762786,1.5299999713897705,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219484
1749115619495096412,-0.625,0.0,0.0625,10.039999961853027,-0.0799999982118606,1.559999942779541,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219495
1749115619516051314,-1.0625,0.0625,0.1875,10.020000457763672,-0.1199999973177909,1.5399999618530271,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219516
1749115619541148471,-0.875,0.0,0.1875,10.010000228881836,-0.1299999952316284,1.5499999523162842,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219541
1749115619555078467,-0.8125,-0.0625,0.125,10.020000457763672,-0.1299999952316284,1.559999942779541,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219555
1749115619578041066,-0.9375,-0.0625,0.3125,10.020000457763672,-0.1299999952316284,1.5700000524520874,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219578
1749115619606066847,-0.75,0.125,0.5,10.020000457763672,-0.1899999976158142,1.559999942779541,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219606
1749115619621118842,-0.375,0.3125,0.5625,10.010000228881836,-0.209999993443489,1.5700000524520874,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219621
1749115619633908906,-0.375,0.4375,0.5,10.0,-0.209999993443489,1.600000023841858,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219633
1749115619658056525,-0.0625,0.3125,0.4375,9.979999542236328,-0.2199999988079071,1.5800000429153442,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219658
1749115619676714764,0.3125,0.1875,0.5625,10.010000228881836,-0.2300000041723251,1.590000033378601,9.6899995803833,-0.1899999976158142,1.4800000190734863,41219676
1749115619696034351,0.5,0.125,0.625,10.039999961853027,-0.2300000041723251,1.6100000143051147,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219696
1749115619722391330,0.5625,0.0,0.5625,10.039999961853027,-0.2199999988079071,1.590000033378601,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219722
1749115619737150768,0.5625,0.1875,0.5,9.979999542236328,-0.2300000041723251,1.6399999856948853,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219737
1749115619756074569,0.5625,0.125,0.4375,9.989999771118164,-0.2599999904632568,1.6100000143051147,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219756
1749115619780848683,1.125,-0.1875,0.75,10.029999732971191,-0.2399999946355819,1.5700000524520874,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219780
1749115619805312050,0.9375,0.0625,0.75,10.010000228881836,-0.2199999988079071,1.590000033378601,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219805
1749115619815882560,0.6875,0.0,0.625,10.0,-0.1800000071525573,1.600000023841858,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219815
1749115619835987496,0.25,0.0,0.625,10.020000457763672,-0.2199999988079071,1.6299999952316284,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219835
1749115619863122351,0.0,0.125,0.4375,10.010000228881836,-0.209999993443489,1.600000023841858,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219863
1749115619874829961,-0.0625,0.25,0.5625,10.010000228881836,-0.1899999976158142,1.590000033378601,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219874
1749115619896069739,-0.3125,0.0625,0.375,10.010000228881836,-0.1700000017881393,1.6200000047683716,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219896
1749115619920110133,-0.1875,-0.125,0.1875,9.989999771118164,-0.1700000017881393,1.5800000429153442,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219920
1749115619944749849,-0.5,-0.0625,0.3125,9.979999542236328,-0.1800000071525573,1.6299999952316284,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219944
1749115619955200429,-0.8125,-0.125,0.125,10.020000457763672,-0.1700000017881393,1.6200000047683716,9.6899995803833,-0.2000000029802322,1.4800000190734863,41219955
1749115619976118408,-0.6875,0.125,-0.0625,10.020000457763672,-0.1700000017881393,1.600000023841858,9.6899995803833,-0.209999993443489,1.4800000190734863,41219976
1749115619998268348,-0.75,0.0,0.0625,10.010000228881836,-0.1500000059604644,1.600000023841858,9.6899995803833,-0.209999993443489,1.4800000190734863,41219998
