time,vx,vy,vz,ax,ay,az,gx,gy,gz
0.0,0.625,0.625,0.375,0.05250704186218843,-0.02448649029808314,-0.0283184756953207,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.036277504,0.6875,0.5,0.625,0.05250704186218843,-0.02448649029808314,-0.0283184756953207,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.041217024,0.3125,0.375,0.5,0.05250704186218843,0.0055132426731100415,-0.0283184756953207,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.061306112,0.375,0.25,0.375,0.0425070513989316,0.015513471554945979,-0.0283184756953207,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.089357056,0.3125,0.125,0.4375,0.022507070472417928,0.015513471554945979,-0.0283184756953207,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.101419264,-0.0625,0.25,0.4375,0.002507029941259481,-0.044486948061755016,-0.0283184756953207,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.122236928,0.1875,0.1875,0.1875,0.002507029941259481,-0.06448645215110871,-0.018318485232063864,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.146115328,0.0625,0.0625,0.0625,0.012507020404516317,-0.044486948061755016,-0.008318494768807028,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.161087232,0.0625,-0.125,-0.0625,0.022507070472417928,0.0055132426731100415,-0.008318494768807028,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.186375936,0.0625,-0.125,-0.25,0.022507070472417928,0.015513471554945979,-0.008318494768807028,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.211670784,0.25,-0.1875,0.25,0.022507070472417928,0.0055132426731100415,-0.03831870457715664,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.222222336,0.0,0.125,0.5625,0.002507029941259481,-0.02448649029808314,-0.03831870457715664,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.243381504,-0.0625,-0.0625,0.5625,0.002507029941259481,-0.044486948061755016,-0.0283184756953207,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.261394944,0.25,-0.125,0.5,0.002507029941259481,-0.044486948061755016,-0.0283184756953207,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.312262656,0.5625,-0.4375,0.25,-0.01749295098525419,-0.044486948061755016,-0.05831868550367075,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.3274688,0.9375,-0.625,0.125,-0.01749295098525419,-0.044486948061755016,-0.05831868550367075,9.449999809265137,-0.6499999761581421,-2.509999990463257
0.332594944,2.0,-1.0625,0.125,-0.027492941448511027,-0.044486948061755016,-0.05831868550367031,9.449999809265137,-0.6600000262260437,-2.5199999809265137
0.346424832,2.5,-1.0,0.0,-0.03749293191176786,-0.0344867191799173,-0.03831870457715664,9.449999809265137,-0.6600000262260437,-2.5199999809265137
0.36035712,2.6875,-1.3125,-0.25,-0.03749293191176786,-0.014486261416247204,-0.018318723650642965,9.449999809265137,-0.6600000262260437,-2.5299999713897705
0.379165952,2.4375,-1.3125,-0.25,-0.017492891380609416,-0.014486261416247204,-0.01831872365064252,9.4399995803833,-0.6700000166893005,-2.5299999713897705
0.401398784,2.375,-1.375,-0.4375,-0.00749290091735258,-0.004486032534411266,-0.01831872365064252,9.4399995803833,-0.6700000166893005,-2.539999961853028
0.425330688,2.0,-1.1875,-0.5625,-0.00749290091735258,-0.024486490298081365,-0.01831872365064252,9.4399995803833,-0.6800000071525574,-2.539999961853028
0.438440192,1.875,-1.0625,-0.5625,-0.00749290091735258,-0.014486261416247204,-0.00831873318738613,9.4399995803833,-0.6800000071525574,-2.539999961853028
0.463377664,0.75,-0.75,-0.5,-0.027492941448511027,-0.014486261416247204,-0.00831873318738613,9.4399995803833,-0.6800000071525574,-2.549999952316284
0.483127296,0.625,-0.625,-0.625,-0.027492941448511027,-0.014486261416247204,-0.01831872365064341,9.4399995803833,-0.6800000071525574,-2.549999952316284
0.503433472,0.3125,-0.375,-0.625,0.012507080009161092,-0.014486261416247204,-0.01831872365064341,9.4399995803833,-0.6800000071525574,-2.549999952316284
0.52836992,0.0625,-0.375,-0.625,0.012507080009161092,-0.014486261416247204,-0.01831872365064341,9.4399995803833,-0.6800000071525574,-2.549999952316284
0.540989184,-0.125,-0.375,-0.6875,-0.00749290091735258,-0.014486261416247204,-0.0283187141138998,9.4399995803833,-0.6800000071525574,-2.549999952316284
0.567360768,-0.6875,-0.25,-0.6875,-0.027492941448511027,-0.014486261416247204,-0.0283187141138998,9.4399995803833,-0.6800000071525574,-2.559999942779541
0.58221312,-0.9375,-0.25,-0.8125,-0.05749291283828152,-0.014486261416247204,-0.0283187141138998,9.4399995803833,-0.6800000071525574,-2.559999942779541
